DateTimeStamp,Airflow,DamperClose,DamperOpen,DAT,HeatingValveClose,HeatingValveOpen,OccupiedCoolingSetpt,OccupiedHeatingSetpt,OccupiedSP,ReverseValve,SpaceTemp,VAVOccupancy,CP-202AHU1.0-100-100SFSpd,CP-202AHU1.RTU-4DAT,occ,AV11,AV20,AV43,OutsideAirTemp_toMicroset
12/8/2017 12:00:00 AM,152,0,0,65.9,0,0,73,71,72,0,-96.8,0,0,61.4,1,30,0.1788235,15,19
12/8/2017 12:10:00 AM,155,0,0,65.8,0,0,73,71,72,0,-96.8,0,0,61.4,1,30,0.1823529,15,19
12/8/2017 12:20:00 AM,159,0,0,65.7,0,0,73,71,72,0,-96.8,0,0,61.1,1,30,0.1870588,15,19
12/8/2017 12:30:00 AM,152,0,0,65.6,0,0,73,71,72,0,-96.8,0,0,61.1,1,30,0.18,15,19
12/8/2017 12:40:00 AM,155,0,0,65.5,0,0,73,71,72,0,-96.8,0,0,60.9,1,30,0.1823529,15,19
12/8/2017 12:50:00 AM,158,0,0,65.3,0,0,73,71,72,0,-96.8,0,0,60.6,1,30,0.1835294,15,19
12/8/2017 1:00:00 AM,158,0,0,65.2,0,0,73,71,72,0,-96.8,0,0,60.4,1,30,0.1858824,15,19
12/8/2017 1:10:00 AM,158,0,0,65.1,0,0,73,71,72,0,-96.1,0,0,60.4,1,30,0.1858824,15,19
12/8/2017 1:20:00 AM,152,0,0,65,0,0,73,71,72,0,-96.8,0,0,60.2,1,30,0.1788235,15,19
12/8/2017 1:30:00 AM,155,0,0,64.9,0,0,73,71,72,0,-97.5,0,0,60.1,1,30,0.1823529,15,19
12/8/2017 1:40:00 AM,156,0,0,64.7,0,0,73,71,72,0,-97.5,0,0,59.9,1,30,0.1835294,15,19
12/8/2017 1:50:00 AM,156,0,0,64.7,0,0,73,71,72,0,-96.8,0,0,59.8,1,30,0.1835294,15,19
12/8/2017 2:00:00 AM,152,0,0,64.5,0,0,73,71,72,0,-96.8,0,0,59.7,1,30,0.1788235,15,19
12/8/2017 2:10:00 AM,155,0,0,64.5,0,0,73,71,72,0,-97.5,0,0,59.5,1,30,0.1823529,15,19
12/8/2017 2:20:00 AM,156,0,0,64.3,0,0,73,71,72,0,-97.5,0,0,59.4,1,30,0.1835294,15,19
12/8/2017 2:30:00 AM,156,0,0,64.3,0,0,73,71,72,0,-96.8,0,0,59.3,1,30,0.1835294,15,19
12/8/2017 2:40:00 AM,150,0,0,64.2,0,0,73,71,72,0,-97.5,0,0,59.5,1,30,0.1764706,15,19
12/8/2017 2:50:00 AM,152,0,0,65.1,0,0,73,71,72,0,-97.5,0,0,60.9,1,30,0.1764706,15,19
12/8/2017 3:00:00 AM,153,0,0,66.5,0,0,73,71,72,0,-96.8,0,0,62.1,1,30,0.18,15,19
12/8/2017 3:10:00 AM,153,0,0,66.9,0,0,73,71,72,0,-97.5,0,0,62.3,1,30,0.18,15,19
12/8/2017 3:20:00 AM,155,0,0,66.8,0,0,73,71,72,0,-96.8,0,0,62.2,1,30,0.1823529,15,19
12/8/2017 3:30:00 AM,153,0,0,66.6,0,0,73,71,72,0,-97.5,0,0,61.8,1,30,0.18,15,19
12/8/2017 3:40:00 AM,153,0,0,66.2,0,0,73,71,72,0,-96.8,0,0,61.4,1,30,0.18,15,19
12/8/2017 3:50:00 AM,158,0,0,66,0,0,73,71,72,0,-97.5,0,0,61.1,1,30,0.1835294,15,20
12/8/2017 4:00:00 AM,153,0,0,65.7,0,0,73,71,72,0,-96.8,0,0,60.8,1,30,0.18,15,20
12/8/2017 4:10:00 AM,156,0,0,65.5,0,0,73,71,72,0,-96.8,0,0,60.5,1,30,0.1835294,15,20
12/8/2017 4:20:00 AM,156,0,0,65.3,0,0,73,71,72,0,-96.8,0,0,60.3,1,30,0.1835294,15,20
12/8/2017 4:30:00 AM,155,0,0,65.1,0,0,73,71,72,0,-96.8,0,0,60.5,1,30,0.1823529,15,19
12/8/2017 4:40:00 AM,156,0,0,66,0,0,73,71,72,0,-96.1,0,0,61.7,1,30,0.1835294,15,19
12/8/2017 4:50:00 AM,156,0,0,67.4,0,0,73,71,72,0,-96.8,0,0,62.9,1,30,0.1835294,15,19
12/8/2017 5:00:00 AM,147,0,0,67.7,0,0,73,71,72,0,-96.8,0,0,63.3,1,30,0.1729412,15,19
12/8/2017 5:10:00 AM,146,0,0,67.6,0,0,73,71,72,0,-97.5,0,0,63.1,1,30,0.1717647,15,19
12/8/2017 5:20:00 AM,146,0,0,67.3,0,0,73,71,72,0,-96.8,0,0,62.6,1,30,0.1717647,15,19
12/8/2017 5:30:00 AM,147,0,0,66.9,0,0,73,71,72,0,-96.8,0,0,62.1,1,30,0.1729412,15,19
12/8/2017 5:40:00 AM,147,0,0,66.5,0,0,73,71,72,0,-96.8,0,0,61.7,1,30,0.1729412,15,19
12/8/2017 5:50:00 AM,152,0,0,66.3,0,0,73,71,72,0,-97.5,0,0,61.2,1,30,0.1788235,15,19
12/8/2017 6:00:00 AM,158,0,0,65.9,0,0,73,71,72,0,-96.8,0,0,60.8,1,30,0.1858824,15,18
12/8/2017 6:10:00 AM,158,0,0,65.7,0,0,73,71,72,0,-96.8,0,0,60.4,1,30,0.1823529,15,18
12/8/2017 6:20:00 AM,153,0,0,65.5,0,0,73,71,72,0,-96.8,0,0,60.5,1,30,0.1764706,15,18
12/8/2017 6:30:00 AM,156,0,0,65.9,0,0,73,71,72,0,-96.8,0,0,61.2,1,30,0.1858824,15,18
12/8/2017 6:40:00 AM,156,0,0,67.2,0,0,73,71,72,0,-97.5,0,0,62.3,1,30,0.1835294,15,18
12/8/2017 6:50:00 AM,147,0,0,67.8,0,0,73,71,72,0,-96.8,0,0,62.8,1,30,0.1752941,15,18
12/8/2017 7:00:00 AM,150,0,0,67.7,0,0,73,71,72,0,-97.5,0,0,62.5,1,30,0.1764706,15,18
12/8/2017 7:10:00 AM,150,0,0,67.4,0,0,73,71,72,0,-97.5,0,0,62,1,30,0.1764706,15,18
12/8/2017 7:20:00 AM,150,0,0,67,0,0,73,71,72,0,-96.8,0,0,61.6,1,30,0.1764706,15,18
12/8/2017 7:30:00 AM,146,0,0,66.6,0,0,73,71,72,0,-96.8,0,0,61.2,1,30,0.1717647,15,19
12/8/2017 7:40:00 AM,150,0,0,66.3,0,0,73,71,72,0,-96.8,0,0,60.8,1,30,0.1764706,15,19
12/8/2017 7:50:00 AM,158,0,0,66.1,0,0,73,71,72,0,-97.5,0,0,61,1,30,0.1858824,15,19
12/8/2017 8:00:00 AM,155,0,0,66.7,0,0,73,71,72,0,-96.8,0,0,62.1,1,30,0.1823529,15,20
12/8/2017 8:10:00 AM,146,0,0,68.2,0,0,73,71,72,0,-97.5,0,0,64.5,1,30,0.1717647,15,20
12/8/2017 8:20:00 AM,146,0,0,68.6,0,0,73,71,72,0,-96.8,0,0,65.1,1,30,0.1717647,15,21
12/8/2017 8:30:00 AM,143,0,0,67.9,0,0,73,71,72,0,-96.8,0,0,63.2,1,30,0.1694118,15,21
12/8/2017 8:40:00 AM,147,0,0,67.4,0,0,73,71,72,0,-96.8,0,0,63.2,1,30,0.1729412,15,22
12/8/2017 8:50:00 AM,147,0,0,67,0,0,73,71,72,0,-96.8,0,0,62.3,1,30,0.1729412,15,22
12/8/2017 9:00:00 AM,152,0,0,66.5,0,0,73,71,72,0,-96.8,0,0,61.8,1,30,0.1788235,15,23
12/8/2017 9:10:00 AM,158,0,0,66.3,0,0,73,71,72,0,-96.8,0,0,62.3,1,30,0.1858824,15,23
12/8/2017 9:20:00 AM,153,0,0,66.2,0,0,73,71,72,0,-96.8,0,0,62.1,1,30,0.18,15,24
12/8/2017 9:30:00 AM,159,0,0,65.9,0,0,73,71,72,0,-96.8,0,0,61.7,1,30,0.1870588,15,24
12/8/2017 9:40:00 AM,155,0,0,65.8,0,0,73,71,72,0,-96.8,0,0,61.6,1,30,0.1823529,15,25
12/8/2017 9:50:00 AM,156,0,0,65.8,0,0,73,71,72,0,-96.8,0,0,62.6,1,30,0.1835294,15,26
12/8/2017 10:00:00 AM,156,0,0,65.7,0,0,73,71,72,0,-97.5,0,0,62.3,1,30,0.1835294,15,26
12/8/2017 10:10:00 AM,159,0,0,65.5,0,0,73,71,72,0,-97.5,0,0,62.1,1,30,0.1870588,15,26
12/8/2017 10:20:00 AM,155,0,0,65.4,0,0,73,71,72,0,-96.8,0,0,62.3,1,30,0.1823529,15,27
12/8/2017 10:30:00 AM,156,0,0,65.3,0,0,73,71,72,0,-97.5,0,0,62.5,1,30,0.1835294,15,27
12/8/2017 10:40:00 AM,156,0,0,65.3,0,0,73,71,72,0,-96.8,0,0,62.8,1,30,0.1835294,15,28
12/8/2017 10:50:00 AM,152,0,0,65.3,0,0,73,71,72,0,-96.8,0,0,63.1,1,30,0.1788235,15,29
12/8/2017 11:00:00 AM,152,0,0,65.3,0,0,73,71,72,0,-96.8,0,0,63,1,30,0.1788235,15,28
12/8/2017 11:10:00 AM,152,0,0,65.2,0,0,73,71,72,0,-96.8,0,0,63,1,30,0.1788235,15,29
12/8/2017 11:20:00 AM,156,0,0,65.1,0,0,73,71,72,0,-96.8,0,0,63,1,30,0.1835294,15,29
